run,agent,week,type,no_response,partial_week_record,primary_chars,primary_exact_duplicate,primary_near_duplicate,primary_max_prior_jaccard,reflection_chars,reflection_exact_duplicate,reflection_near_duplicate,reflection_max_prior_jaccard
Run 1,Adrian Morales,40,solo,0,0,308,0,0,0.039604,549,0,0,0.157895
Run 1,Adrian Morales,40,solo,0,0,266,0,0,0.0,821,0,0,0.008511
Run 1,Adrian Morales,40,joint,1,0,11,1,0,0.0,0,0,0,0.0
Run 1,Adrian Morales,40,solo,0,0,401,1,0,1.0,764,1,0,1.0
Run 1,Adrian Morales,40,solo,0,0,399,1,0,1.0,764,1,0,1.0
Run 1,Adrian Morales,40,solo,0,0,478,0,0,0.053846,763,0,0,0.021459
Run 1,Adrian Morales,40,solo,0,0,396,0,0,0.047619,558,0,0,0.055556
Run 1,Adrian Morales,40,solo,0,0,355,0,0,0.050505,624,0,0,0.078534
Run 1,Adrian Morales,40,solo,0,0,399,1,0,1.0,764,1,0,1.0
Run 1,Adrian Morales,40,solo,0,0,481,0,0,0.066667,500,0,0,0.035294
Run 1,Adrian Morales,40,solo,0,0,340,0,0,0.018349,478,0,0,0.016949
Run 1,Adrian Morales,40,solo,0,0,528,0,0,0.043165,718,0,0,0.020576
Run 1,Adrian Morales,41,solo,0,0,401,1,0,1.0,616,0,0,0.696296
Run 1,Adrian Morales,41,solo,0,0,340,0,0,0.117647,628,0,0,0.021834
Run 1,Adrian Morales,41,solo,0,0,351,0,0,0.053191,628,0,0,0.028986
Run 1,Adrian Morales,41,solo,0,0,440,0,0,0.110236,553,0,0,0.035897
Run 1,Adrian Morales,41,joint,0,0,359,0,0,0.0,462,0,0,0.011696
Run 1,Adrian Morales,41,solo,0,0,456,0,0,0.794872,673,0,0,0.174603
Run 1,Adrian Morales,41,solo,0,0,399,1,0,1.0,624,0,1,0.926829
Run 1,Adrian Morales,41,solo,0,0,447,0,0,0.096774,506,0,0,0.036649
Run 1,Adrian Morales,41,solo,0,0,418,0,0,0.107692,465,0,0,0.041885
Run 1,Adrian Morales,41,solo,0,0,273,0,0,0.2125,484,0,0,0.068323
Run 1,Adrian Morales,41,solo,0,0,401,1,0,1.0,624,1,0,1.0
Run 1,Adrian Morales,41,solo,0,0,374,0,0,0.073684,506,0,0,0.026882
Run 1,Adrian Morales,41,solo,0,0,462,0,0,0.096491,538,0,0,0.072165
Run 1,Adrian Morales,41,solo,0,0,389,0,0,0.08,401,0,0,0.020942
Run 1,Adrian Morales,41,solo,0,0,399,1,0,1.0,624,1,0,1.0
Run 1,Adrian Morales,41,solo,0,0,366,0,0,0.045872,504,0,0,0.025641
Run 1,Adrian Morales,41,solo,0,0,431,0,0,0.130081,600,0,0,0.05
Run 1,Adrian Morales,41,solo,0,0,251,0,0,0.01626,516,0,0,0.026738
Run 1,Adrian Morales,42,solo,0,0,401,1,0,1.0,613,0,0,0.780303
Run 1,Adrian Morales,42,solo,0,0,409,0,0,0.045113,590,0,0,0.015
Run 1,Adrian Morales,42,solo,0,0,413,0,0,0.05042,474,0,0,0.083832
Run 1,Adrian Morales,42,solo,0,0,412,0,0,0.055118,634,0,0,0.025641
Run 1,Adrian Morales,42,joint,0,0,312,0,0,0.0,502,0,0,0.0
Run 1,Adrian Morales,42,solo,0,0,403,1,0,1.0,602,0,1,0.974138
Run 1,Adrian Morales,42,solo,0,0,399,1,0,1.0,613,1,0,1.0
Run 1,Adrian Morales,42,solo,0,0,438,0,0,0.027972,590,0,0,0.046154
Run 1,Adrian Morales,42,solo,0,0,485,0,0,0.125,627,0,0,0.040201
Run 1,Adrian Morales,42,solo,0,0,285,0,0,0.0,597,0,0,0.052083
Run 1,Adrian Morales,42,joint,1,0,11,1,0,0.0,0,0,0,0.0
Run 1,Adrian Morales,42,solo,0,0,401,1,0,1.0,613,1,0,1.0
Run 1,Adrian Morales,42,solo,0,0,399,1,0,1.0,613,1,0,1.0
Run 1,Adrian Morales,42,solo,0,0,339,0,0,0.122951,521,0,0,0.039106
Run 1,Adrian Morales,42,solo,0,0,416,0,0,0.054264,537,0,0,0.044199
Run 1,Adrian Morales,42,solo,0,0,334,0,0,0.068376,599,0,0,0.046154
Run 1,Adrian Morales,43,solo,0,0,401,1,0,1.0,717,0,0,0.64
Run 1,Adrian Morales,43,solo,0,0,459,0,0,0.068702,579,0,0,0.032609
Run 1,Adrian Morales,43,solo,0,0,346,0,0,0.088,565,0,0,0.042105
Run 1,Adrian Morales,43,solo,0,0,330,0,0,0.113402,500,0,0,0.030612
Run 1,Adrian Morales,43,joint,0,0,371,0,0,0.0,451,0,0,0.007143
Run 1,Adrian Morales,43,solo,0,0,403,1,0,1.0,717,1,0,1.0
Run 1,Adrian Morales,43,solo,0,0,401,1,0,1.0,661,0,0,0.026316
Run 1,Adrian Morales,43,solo,0,0,330,0,0,0.034483,411,0,0,0.037267
Run 1,Adrian Morales,43,solo,0,0,359,0,0,0.07377,587,0,0,0.071429
Run 1,Adrian Morales,43,solo,0,0,300,0,0,0.010101,624,0,0,0.010695
Run 1,Adrian Morales,43,joint,1,0,11,1,0,0.0,0,0,0,0.0
Run 1,Adrian Morales,43,solo,0,0,401,1,0,1.0,717,1,0,1.0
Run 1,Adrian Morales,43,solo,0,0,401,1,0,1.0,661,1,0,1.0
Run 1,Adrian Morales,43,solo,0,0,422,0,0,0.048387,619,0,0,0.028571
Run 1,Adrian Morales,43,solo,0,0,498,0,0,0.018405,537,0,0,0.055556
Run 1,Adrian Morales,43,solo,0,0,527,0,0,0.008,434,0,0,0.026667
Run 1,Adrian Morales,44,joint,0,0,406,0,0,0.007874,539,0,0,0.051813
Run 1,Adrian Morales,44,solo,0,0,403,1,0,1.0,636,0,0,0.657143
Run 1,Adrian Morales,44,solo,0,0,399,1,0,1.0,636,1,0,1.0
Run 1,Adrian Morales,44,solo,0,0,349,0,0,0.069767,527,0,0,0.038462
Run 1,Adrian Morales,44,solo,0,0,382,0,0,0.031008,522,0,0,0.031963
Run 1,Adrian Morales,44,solo,0,0,440,0,0,0.07874,515,0,0,0.074766
Run 1,Adrian Morales,44,solo,0,0,401,1,0,1.0,636,1,0,1.0
Run 1,Adrian Morales,44,solo,0,0,291,0,0,0.059322,522,0,0,0.033333
Run 1,Adrian Morales,44,solo,0,0,348,0,0,0.094017,651,0,0,0.039604
Run 1,Adrian Morales,44,solo,0,0,401,0,0,0.026087,510,0,0,0.106742
Run 1,Adrian Morales,44,joint,1,0,11,1,0,0.0,0,0,0,0.0
Run 1,Adrian Morales,44,solo,0,0,403,1,0,1.0,636,1,0,1.0
Run 1,Adrian Morales,44,solo,0,0,401,1,0,1.0,636,1,0,1.0
Run 1,Adrian Morales,44,solo,0,0,362,0,0,0.163793,526,0,0,0.045198
Run 1,Adrian Morales,44,solo,0,0,331,0,0,0.036364,451,0,0,0.047337
Run 1,Adrian Morales,44,solo,0,0,383,0,0,0.025,673,0,0,0.032432
Run 1,Adrian Morales,45,joint,0,0,367,0,0,0.017241,491,0,0,0.022599
Run 1,Adrian Morales,45,solo,0,0,362,0,0,0.135135,636,0,0,0.590278
Run 1,Adrian Morales,45,solo,0,0,401,1,0,1.0,636,1,0,1.0
Run 1,Adrian Morales,45,solo,0,0,270,0,0,0.142857,451,0,0,0.047059
Run 1,Adrian Morales,45,solo,0,0,393,0,0,0.11,543,0,0,0.053892
Run 1,Adrian Morales,45,solo,0,0,376,0,0,0.202381,520,0,0,0.041176
Run 1,Adrian Morales,45,joint,1,0,11,1,0,0.0,0,0,0,0.0
Run 1,Adrian Morales,45,solo,0,0,403,1,0,1.0,547,0,0,0.570248
Run 1,Adrian Morales,45,solo,0,0,399,1,0,1.0,636,1,0,1.0
Run 1,Adrian Morales,45,solo,0,0,439,0,0,0.075,649,0,0,0.028226
Run 1,Adrian Morales,45,solo,0,0,363,0,0,0.117647,711,0,0,0.028169
Run 1,Adrian Morales,45,solo,0,0,332,0,0,0.014085,640,0,0,0.009479
Run 1,Adrian Morales,45,solo,0,0,401,1,0,1.0,636,1,0,1.0
Run 1,Adrian Morales,45,solo,0,0,308,0,0,0.054054,619,0,0,0.044843
Run 1,Adrian Morales,45,solo,0,0,323,0,0,0.053191,538,0,0,0.019512
Run 1,Adrian Morales,45,solo,0,0,310,0,0,0.094118,653,0,0,0.033019
Run 1,Adrian Morales,46,joint,0,0,383,0,0,0.0,522,0,0,0.025157
Run 1,Adrian Morales,46,solo,0,0,401,1,0,1.0,638,0,0,0.623188
Run 1,Adrian Morales,46,solo,0,0,399,1,0,1.0,570,0,0,0.580153
Run 1,Adrian Morales,46,solo,0,0,365,0,0,0.106383,611,0,0,0.028169
Run 1,Adrian Morales,46,solo,0,0,370,0,0,0.12605,552,0,0,0.038674
Run 1,Adrian Morales,46,solo,0,0,336,0,0,0.217949,535,0,0,0.042105
Run 1,Adrian Morales,46,joint,1,0,11,1,0,0.0,0,0,0,0.0
Run 1,Adrian Morales,46,solo,0,0,418,0,0,0.576471,578,0,1,0.911765
Run 1,Adrian Morales,46,solo,0,0,399,1,0,1.0,638,1,0,1.0
Run 1,Adrian Morales,46,solo,0,0,418,0,0,0.025424,530,0,0,0.052356
Run 1,Adrian Morales,46,solo,0,0,334,0,0,0.02439,528,0,0,0.038043
Run 1,Adrian Morales,46,solo,0,0,483,0,0,0.016667,597,0,0,0.0625
Run 1,Adrian Morales,46,solo,0,0,399,1,0,1.0,638,1,0,1.0
Run 1,Adrian Morales,46,solo,0,0,329,0,0,0.05303,535,0,0,0.021622
Run 1,Adrian Morales,46,solo,0,0,369,0,0,0.079208,497,0,0,0.02439
Run 1,Adrian Morales,46,solo,0,0,439,0,0,0.068702,576,0,0,0.051643
Run 1,Adrian Morales,47,solo,0,0,244,0,0,0.0,470,0,0,0.005128
Run 1,Adrian Morales,47,solo,0,0,261,0,0,0.032967,601,0,0,0.040936
Run 1,Adrian Morales,47,solo,0,0,463,0,0,0.028986,567,0,0,0.106509
Run 1,Adrian Morales,47,solo,0,0,355,0,0,0.007752,627,0,0,0.018779
Run 1,Adrian Morales,47,joint,0,0,315,0,0,0.010101,542,0,0,0.023669
Run 1,Adrian Morales,47,solo,0,0,300,0,0,0.045455,703,0,0,0.173469
Run 1,Adrian Morales,47,solo,0,0,399,1,0,1.0,684,0,0,0.782946
Run 1,Adrian Morales,47,solo,0,0,433,0,0,0.108527,606,0,0,0.038835
Run 1,Adrian Morales,47,solo,0,0,449,0,0,0.119403,587,0,0,0.037433
Run 1,Adrian Morales,47,solo,0,0,352,0,0,0.066038,597,0,0,0.067961
Run 1,Adrian Morales,47,joint,1,0,11,1,0,0.0,0,0,0,0.0
Run 1,Adrian Morales,47,solo,0,0,517,0,1,0.811765,684,1,0,1.0
Run 1,Adrian Morales,47,solo,0,0,399,1,0,1.0,684,1,0,1.0
Run 1,Adrian Morales,47,solo,0,0,358,0,0,0.034783,492,0,0,0.028902
Run 1,Adrian Morales,47,solo,0,0,374,0,0,0.153153,672,0,0,0.058824
Run 1,Adrian Morales,47,solo,0,0,413,0,0,0.00885,549,0,0,0.010638
Run 1,Adrian Morales,48,solo,0,0,502,0,0,0.012658,698,0,0,0.0199
Run 1,Adrian Morales,48,solo,0,0,292,0,0,0.09434,488,0,0,0.04375
Run 1,Adrian Morales,48,solo,0,0,365,0,0,0.084112,686,0,0,0.028169
Run 1,Adrian Morales,48,solo,0,0,558,0,0,0.013605,460,0,0,0.027933
Run 1,Adrian Morales,48,joint,0,0,463,0,0,0.015748,560,0,0,0.011364
Run 1,Adrian Morales,48,solo,0,0,401,1,0,1.0,553,0,0,0.251572
Run 1,Adrian Morales,48,joint,0,0,381,0,0,0.029703,586,0,0,0.005495
Run 1,Adrian Morales,48,solo,0,0,417,0,1,0.871429,736,0,0,0.587097
Run 1,Adrian Morales,48,solo,0,0,498,0,0,0.109489,607,0,0,0.66129
Run 1,Adrian Morales,48,solo,0,0,469,0,0,0.054264,518,0,0,0.039773
Run 1,Adrian Morales,48,solo,0,0,471,0,0,0.04918,527,0,0,0.046512
Run 1,Adrian Morales,48,solo,0,0,275,0,0,0.024194,519,0,0,0.022472
Run 1,Adrian Morales,48,solo,0,0,515,0,1,0.888889,625,0,1,0.830508
Run 1,Adrian Morales,48,solo,0,0,378,0,0,0.036697,497,0,0,0.043478
Run 1,Adrian Morales,48,solo,0,0,388,0,0,0.070796,590,0,0,0.034483
Run 1,Adrian Morales,48,solo,0,0,317,0,0,0.206897,611,0,0,0.015228
Run 1,Adrian Morales,49,solo,0,0,444,0,0,0.327731,690,0,0,0.75
Run 1,Adrian Morales,49,solo,0,0,456,0,0,0.117647,760,0,0,0.03719
Run 1,Adrian Morales,49,solo,0,0,544,0,0,0.035461,610,0,0,0.021978
Run 1,Adrian Morales,49,solo,0,0,193,0,0,0.123711,649,0,0,0.035556
Run 1,Adrian Morales,49,joint,0,0,580,0,0,0.006944,578,0,0,0.015873
Run 1,Adrian Morales,49,solo,0,0,344,0,0,0.527473,691,0,0,0.39779
Run 1,Adrian Morales,49,solo,0,0,345,0,0,0.780822,677,0,1,0.932331
Run 1,Adrian Morales,49,solo,0,0,345,0,0,0.0625,629,0,0,0.036697
Run 1,Adrian Morales,49,solo,0,0,266,0,0,0.086957,545,0,0,0.027322
Run 1,Adrian Morales,49,solo,0,0,286,0,0,0.038462,502,0,0,0.037037
Run 1,Adrian Morales,49,joint,1,0,11,1,0,0.0,0,0,0,0.0
Run 1,Adrian Morales,49,solo,0,0,444,1,0,1.0,690,1,0,1.0
Run 1,Adrian Morales,49,solo,0,0,444,1,0,1.0,690,1,0,1.0
Run 1,Adrian Morales,49,solo,0,0,307,0,0,0.195652,479,0,0,0.055556
Run 1,Adrian Morales,49,solo,0,0,464,0,0,0.039062,599,0,0,0.013453
Run 1,Adrian Morales,49,solo,0,0,296,0,0,0.247059,504,0,0,0.044199
Run 1,Adrian Morales,50,solo,0,0,444,1,0,1.0,561,0,0,0.737705
Run 1,Adrian Morales,50,solo,0,0,356,0,0,0.038462,558,0,0,0.048544
Run 1,Adrian Morales,50,solo,0,0,369,0,0,0.04386,592,0,0,0.058511
Run 1,Adrian Morales,50,solo,0,0,329,0,0,0.215909,484,0,0,0.028736
Run 1,Adrian Morales,50,joint,0,0,550,0,0,0.0,626,0,0,0.031414
Run 1,Adrian Morales,50,solo,0,0,444,1,0,1.0,561,1,0,1.0
Run 1,Adrian Morales,50,solo,0,0,444,1,0,1.0,561,1,0,1.0
Run 1,Adrian Morales,50,solo,0,0,325,0,0,0.009346,551,0,0,0.026596
Run 1,Adrian Morales,50,solo,0,0,408,0,0,0.016807,668,0,0,0.021097
Run 1,Adrian Morales,50,solo,0,0,345,0,0,0.122449,699,0,0,0.028302
Run 1,Adrian Morales,50,joint,1,0,11,1,0,0.0,0,0,0,0.0
Run 1,Adrian Morales,50,solo,0,0,444,1,0,1.0,561,1,0,1.0
Run 1,Adrian Morales,50,solo,0,0,444,1,0,1.0,561,1,0,1.0
Run 1,Adrian Morales,50,solo,0,0,234,0,0,0.025316,716,0,0,0.04878
Run 1,Adrian Morales,50,solo,0,0,346,0,0,0.086957,559,0,0,0.041475
Run 1,Adrian Morales,50,solo,0,0,329,0,0,0.073171,587,0,0,0.043062
Run 1,Adrian Morales,51,solo,0,0,444,1,0,1.0,548,0,1,0.838095
Run 1,Adrian Morales,51,solo,0,0,388,0,0,0.028777,558,0,0,0.044693
Run 1,Adrian Morales,51,solo,0,0,380,0,0,0.037313,550,0,0,0.092896
Run 1,Adrian Morales,51,solo,0,0,315,0,0,0.065934,600,0,0,0.023256
Run 1,Adrian Morales,51,joint,1,0,11,1,0,0.0,0,0,0,0.0
Run 1,Adrian Morales,51,solo,0,0,444,1,0,1.0,548,1,0,1.0
Run 1,Adrian Morales,51,solo,0,0,444,1,0,1.0,548,1,0,1.0
Run 1,Adrian Morales,51,solo,0,0,307,0,0,0.032258,717,0,0,0.015748
Run 1,Adrian Morales,51,solo,0,0,336,0,0,0.02521,708,0,0,0.023923
Run 1,Adrian Morales,51,solo,0,0,417,0,0,0.188679,510,0,0,0.019231
Run 1,Adrian Morales,51,solo,0,0,426,0,0,0.185484,548,1,0,1.0
Run 1,Adrian Morales,51,solo,0,0,397,0,0,0.030075,567,0,0,0.037037
Run 1,Adrian Morales,51,solo,0,0,469,0,0,0.043478,587,0,0,0.017857
Run 1,Adrian Morales,51,solo,0,0,331,0,0,0.1,520,0,0,0.016854
Run 1,Adrian Morales,51,joint,1,0,11,1,0,0.0,0,0,0,0.0
Run 1,Adrian Morales,51,solo,0,0,660,0,0,0.575,548,1,0,1.0
Run 1,Adrian Morales,52,joint,0,0,308,0,0,0.011494,551,0,0,0.033149
Run 1,Adrian Morales,52,solo,0,0,474,0,0,0.108333,882,0,0,0.407821
Run 1,Adrian Morales,52,solo,0,0,387,0,0,0.021429,392,0,0,0.01227
Run 1,Adrian Morales,52,solo,0,0,351,0,0,0.038095,439,0,0,0.015789
Run 1,Adrian Morales,52,solo,0,0,346,0,0,0.044248,570,0,0,0.02521
Run 1,Adrian Morales,52,solo,0,0,330,0,0,0.0625,518,0,0,0.017442
Run 1,Adrian Morales,52,joint,0,0,483,0,0,0.0,681,0,0,0.527397
Run 1,Adrian Morales,52,solo,0,0,428,0,0,0.741176,944,0,0,0.230769
Run 1,Adrian Morales,52,solo,0,0,444,1,0,1.0,856,0,0,0.761628
Run 1,Adrian Morales,52,solo,0,0,428,0,0,0.016667,569,0,0,0.040201
Run 1,Adrian Morales,52,solo,0,0,304,0,0,0.065217,580,0,0,0.060185
Run 1,Adrian Morales,52,solo,0,0,309,0,0,0.021739,609,0,0,0.068627
Run 1,Adrian Morales,52,solo,0,0,444,1,0,1.0,856,1,0,1.0
Run 1,Adrian Morales,52,solo,0,0,377,0,0,0.18,814,0,0,0.040359
Run 1,Adrian Morales,52,solo,0,0,410,0,0,0.089109,483,0,0,0.016575
Run 1,Adrian Morales,52,solo,0,0,278,0,0,0.066667,602,0,0,0.043062
Run 1,Adrian Vale,1,solo,0,0,433,0,0,0.0,654,0,0,0.0
Run 1,Adrian Vale,1,solo,0,0,449,0,0,0.0,584,0,0,0.004695
Run 1,Adrian Vale,1,solo,0,0,380,0,0,0.0,591,0,0,0.009524
Run 1,Adrian Vale,1,solo,0,0,420,0,0,0.0,675,0,0,0.004762
Run 1,Adrian Vale,1,joint,0,0,479,0,0,0.0,608,0,0,0.0
Run 1,Adrian Vale,1,solo,0,0,380,0,0,0.0,599,0,0,0.0
Run 1,Adrian Vale,1,solo,0,0,381,0,1,0.90625,654,1,0,1.0
Run 1,Adrian Vale,1,solo,0,0,348,0,0,0.027273,507,0,0,0.0
Run 1,Adrian Vale,1,solo,0,0,425,0,0,0.008547,661,0,0,0.0
Run 1,Adrian Vale,1,solo,0,0,471,0,0,0.028169,588,0,0,0.015385
Run 1,Adrian Vale,1,joint,0,0,427,0,0,0.0,655,0,0,0.004926
Run 1,Adrian Vale,1,solo,0,0,442,0,0,0.247619,648,0,1,0.973913
Run 1,Adrian Vale,1,solo,0,0,433,1,0,1.0,654,1,0,1.0
Run 1,Adrian Vale,1,solo,0,0,425,0,0,0.033333,731,0,0,0.059113
Run 1,Adrian Vale,1,solo,0,0,476,0,0,0.022556,600,0,0,0.013889
Run 1,Adrian Vale,1,solo,0,0,396,0,0,0.016667,630,0,0,0.015385
Run 1,Adrian Vale,2,solo,0,0,465,0,1,0.828571,673,0,0,0.613793
Run 1,Adrian Vale,2,solo,0,0,328,0,0,0.0,735,0,0,0.012987
Run 1,Adrian Vale,2,solo,0,0,376,0,0,0.031008,725,0,0,0.016461
Run 1,Adrian Vale,2,solo,0,0,275,0,0,0.0,586,0,0,0.00995
Run 1,Adrian Vale,2,solo,0,0,465,1,0,1.0,673,1,0,1.0
Run 1,Adrian Vale,2,solo,0,0,429,0,0,0.030303,607,0,0,0.009709
Run 1,Adrian Vale,2,solo,0,0,389,0,0,0.008197,620,0,0,0.030043
Run 1,Adrian Vale,2,solo,0,0,407,0,0,0.078261,583,0,0,0.004785
Run 1,Adrian Vale,2,joint,1,0,11,0,0,0.0,0,0,0,0.0
Run 1,Adrian Vale,2,solo,0,0,424,0,0,0.467391,673,1,0,1.0
Run 1,Adrian Vale,2,solo,0,0,465,1,0,1.0,673,1,0,1.0
Run 1,Adrian Vale,2,solo,0,0,443,0,0,0.0,681,0,0,0.0181
Run 1,Adrian Vale,2,solo,0,0,399,0,0,0.058824,657,0,0,0.018349
Run 1,Adrian Vale,2,solo,0,0,386,0,0,0.04878,626,0,0,0.005025
Run 1,Adrian Vale,2,solo,0,0,433,0,1,0.833333,673,1,0,1.0
Run 1,Adrian Vale,2,solo,0,0,538,0,0,0.060403,641,0,0,0.029557
Run 1,Adrian Vale,2,solo,0,0,449,0,0,0.041322,697,0,0,0.033654
Run 1,Adrian Vale,2,solo,0,0,281,0,0,0.026549,610,0,0,0.004808
Run 1,Adrian Vale,3,solo,0,0,369,0,0,0.458824,670,0,0,0.525974
Run 1,Adrian Vale,3,solo,0,0,471,0,0,0.0,794,0,0,0.012245
Run 1,Adrian Vale,3,solo,0,0,492,0,0,0.062937,615,0,0,0.016949
Run 1,Adrian Vale,3,solo,0,0,328,0,0,0.046875,484,0,0,0.010526
Run 1,Adrian Vale,3,solo,0,0,395,0,0,0.791045,812,0,1,0.821429
Run 1,Adrian Vale,3,solo,0,0,540,0,0,0.027027,739,0,0,0.034043
Run 1,Adrian Vale,3,solo,0,0,365,0,0,0.04386,559,0,0,0.031088
Run 1,Adrian Vale,3,solo,0,0,393,0,0,0.061404,561,0,0,0.019802
Run 1,Adrian Vale,3,joint,1,0,11,1,0,0.0,0,0,0,0.0
Run 1,Adrian Vale,3,solo,0,0,386,0,1,0.823529,812,1,0,1.0
Run 1,Adrian Vale,3,solo,0,0,395,1,0,1.0,812,1,0,1.0
Run 1,Adrian Vale,3,solo,0,0,573,0,0,0.028409,582,0,0,0.035897
Run 1,Adrian Vale,3,solo,0,0,298,0,0,0.048544,681,0,0,0.013575
Run 1,Adrian Vale,3,solo,0,0,326,0,0,0.075472,605,0,0,0.015075
Run 1,Adrian Vale,3,solo,0,0,395,1,0,1.0,812,1,0,1.0
Run 1,Adrian Vale,3,solo,0,0,531,0,0,0.04142,521,0,0,0.051429
Run 1,Adrian Vale,3,solo,0,0,377,0,0,0.057554,588,0,0,0.041237
Run 1,Adrian Vale,3,solo,0,0,339,0,0,0.082569,658,0,0,0.064356
Run 1,Adrian Vale,4,solo,0,0,395,1,0,1.0,792,0,0,0.511905
Run 1,Adrian Vale,4,solo,0,0,469,0,0,0.035211,760,0,0,0.026201
Run 1,Adrian Vale,4,solo,0,0,390,0,0,0.070796,773,0,0,0.022124
Run 1,Adrian Vale,4,solo,0,0,473,0,0,0.02,619,0,0,0.048387
Run 1,Adrian Vale,4,joint,1,0,11,1,0,0.0,0,0,0,0.0
Run 1,Adrian Vale,4,solo,0,0,368,0,0,0.538462,792,1,0,1.0
Run 1,Adrian Vale,4,solo,0,0,528,0,0,0.655556,715,0,0,0.065502
Run 1,Adrian Vale,4,solo,0,0,513,0,0,0.042169,606,0,0,0.066667
Run 1,Adrian Vale,4,solo,0,0,407,0,0,0.094017,668,0,0,0.033175
Run 1,Adrian Vale,4,solo,0,0,359,0,0,0.115385,586,0,0,0.066986
Run 1,Adrian Vale,4,solo,0,0,377,0,1,0.818182,792,1,0,1.0
Run 1,Adrian Vale,4,solo,0,0,384,0,0,0.036765,633,0,0,0.018349
Run 1,Adrian Vale,4,solo,0,0,380,0,0,0.013514,623,0,0,0.035354
Run 1,Adrian Vale,4,solo,0,0,414,0,0,0.115702,652,0,0,0.017937
Run 1,Adrian Vale,4,solo,0,0,377,1,0,1.0,792,1,0,1.0
Run 1,Adrian Vale,4,solo,0,0,393,0,0,0.033613,539,0,0,0.027778
Run 1,Adrian Vale,4,solo,0,0,430,0,0,0.047244,622,0,0,0.049505
Run 1,Adrian Vale,4,solo,0,0,379,0,0,0.025,535,0,0,0.015544
Run 1,Adrian Vale,5,solo,0,0,377,1,0,1.0,701,0,0,0.549669
Run 1,Adrian Vale,5,solo,0,0,412,0,0,0.05,546,0,0,0.086486
Run 1,Adrian Vale,5,solo,0,0,363,0,0,0.027778,644,0,0,0.040609
Run 1,Adrian Vale,5,solo,0,0,332,0,0,0.020979,775,0,0,0.030303
Run 1,Adrian Vale,5,solo,0,0,377,1,0,1.0,701,1,0,1.0
Run 1,Adrian Vale,5,solo,0,0,327,0,0,0.024793,695,0,0,0.036082
Run 1,Adrian Vale,5,solo,0,0,590,0,0,0.066667,597,0,0,0.029268
Run 1,Adrian Vale,5,solo,0,0,422,0,0,0.017241,779,0,0,0.069264
Run 1,Adrian Vale,5,joint,1,0,11,1,0,0.0,0,0,0,0.0
Run 1,Adrian Vale,5,solo,0,0,368,1,0,1.0,707,0,1,0.975207
Run 1,Adrian Vale,5,solo,0,0,421,0,0,0.076271,601,0,0,0.025424
Run 1,Adrian Vale,5,solo,0,0,324,0,0,0.022901,500,0,0,0.023585
Run 1,Adrian Vale,5,solo,0,0,561,0,0,0.057143,652,0,0,0.027523
Run 1,Adrian Vale,5,solo,0,0,289,0,0,0.029412,478,0,0,0.035533
Run 1,Adrian Vale,5,solo,1,0,11,0,0,0.0,11,0,0,0.0
Run 1,Adrian Vale,5,solo,0,0,565,0,0,0.042169,761,0,0,0.026667
Run 1,Adrian Vale,5,solo,0,0,302,0,0,0.045045,574,0,0,0.0
Run 1,Adrian Vale,5,solo,0,0,407,0,0,0.009174,891,0,0,0.034749
Run 1,Adrian Vale,6,solo,0,0,483,0,0,0.494949,860,0,0,0.480447
Run 1,Adrian Vale,6,solo,0,0,373,0,0,0.061644,578,0,0,0.026316
Run 1,Adrian Vale,6,solo,0,0,446,0,0,0.037037,578,0,0,0.040201
Run 1,Adrian Vale,6,solo,0,0,445,0,0,0.030303,741,0,0,0.0553
Run 1,Adrian Vale,6,joint,0,0,317,0,0,0.0,571,0,0,0.020942
Run 1,Adrian Vale,6,solo,0,0,289,1,0,1.0,694,0,0,0.082645
Run 1,Adrian Vale,6,solo,0,0,434,0,0,0.584158,860,1,0,1.0
Run 1,Adrian Vale,6,solo,0,0,475,0,0,0.012739,615,0,0,0.044776
Run 1,Adrian Vale,6,solo,0,0,334,0,0,0.081818,853,0,0,0.015038
Run 1,Adrian Vale,6,solo,0,0,394,0,0,0.068702,696,0,0,0.056911
Run 1,Adrian Vale,6,solo,0,0,434,1,0,1.0,860,1,0,1.0
Run 1,Adrian Vale,6,solo,0,0,376,0,0,0.057143,608,0,0,0.051813
Run 1,Adrian Vale,6,solo,0,0,540,0,0,0.072464,654,0,0,0.05291
Run 1,Adrian Vale,6,solo,0,0,375,0,0,0.042553,596,0,0,0.029268
Run 1,Adrian Vale,6,solo,1,0,434,1,0,1.0,11,1,0,0.0
Run 1,Adrian Vale,6,solo,0,0,389,0,0,0.03937,675,0,0,0.047619
Run 1,Adrian Vale,6,solo,0,0,331,0,0,0.109756,507,0,0,0.035294
Run 1,Adrian Vale,6,solo,0,0,396,0,0,0.132075,729,0,0,0.040359
Run 1,Adrian Vale,7,solo,0,0,409,0,0,0.690476,661,0,0,0.54
Run 1,Adrian Vale,7,solo,0,0,445,0,0,0.044776,672,0,0,0.045249
Run 1,Adrian Vale,7,solo,0,0,364,0,0,0.038835,614,0,0,0.027907
Run 1,Adrian Vale,7,solo,0,0,308,0,0,0.071429,698,0,0,0.035242
Run 1,Adrian Vale,7,solo,0,0,410,0,0,0.717647,661,1,0,1.0
Run 1,Adrian Vale,7,solo,0,0,409,0,0,0.053333,639,0,0,0.069652
Run 1,Adrian Vale,7,solo,0,0,474,0,0,0.056738,682,0,0,0.087629
Run 1,Adrian Vale,7,solo,0,0,398,0,0,0.070312,687,0,0,0.052846
